cities,comment,confirmedCount,continentEnglishName,continentName,countryEnglishName,countryName,curedCount,currentConfirmedCount,deadCount,locationId,provinceEnglishName,provinceName,provinceShortName,suspectedCount,updateTime,deadRate,curedRate
暂无,暂无,137,Africa,非洲,暂无,赞比亚共和国,78,56,3,0,暂无,赞比亚共和国,赞比亚共和国,0,1588644092793,0.0219,0.5693
暂无,暂无,16237,Asia,亚洲,Israel,以色列,9858,6145,234,955009,Israel,以色列,以色列,0,1588644092793,0.0144,0.6071
暂无,暂无,50267,Europe,欧洲,Belgium,比利时,12378,29965,7924,961001,Belgium,比利时,比利时,0,1588644092793,0.1576,0.2462
暂无,暂无,16191,Asia,亚洲,Qatar,卡塔尔,1810,14369,12,955015,Qatar,卡塔尔,卡塔尔,0,1588644092793,0.0007,0.1118
暂无,暂无,722,Africa,非洲,Somali,索马里,44,646,32,985008,Somali,索马里,索马里,0,1588644092793,0.0443,0.0609
暂无,暂无,13512,Europe,欧洲,Romania,罗马尼亚,5269,7440,803,965011,Romania,罗马尼亚,罗马尼亚,0,1588644092793,0.0594,0.3899
暂无,暂无,151,Africa,非洲,Madagascar,马达加斯加,97,54,0,984005,Madagascar,马达加斯加,马达加斯加,0,1588644092793,0.0,0.6424
暂无,暂无,7220,Africa,非洲,South Africa,南非,2746,4336,138,984011,South Africa,南非,南非,0,1588644092793,0.0191,0.3803
暂无,暂无,9455,Asia,亚洲,Bangladesh,孟加拉国,177,9101,177,953001,Bangladesh,孟加拉国,孟加拉国,0,1588644092793,0.0187,0.0187
暂无,暂无,322,Europe,欧洲,暂无,黑山,203,111,8,965018,暂无,黑山,黑山,0,1588644092793,0.0248,0.6304
暂无,暂无,463,North America,北美洲,Jamaica,牙买加,0,455,8,974009,Jamaica,牙买加,牙买加,0,1588644092793,0.0173,0.0
暂无,暂无,1010,North America,北美洲,Honduras,洪都拉斯,0,934,76,972005,Honduras,洪都拉斯,洪都拉斯,0,1588644092793,0.0752,0.0
暂无,暂无,750,Africa,非洲,Niger,尼日尔,507,207,36,982011,Niger,尼日尔,尼日尔,0,1588644092793,0.048,0.676
暂无,暂无,678,Africa,非洲,Sudan,苏丹,61,576,41,981005,Sudan,苏丹,苏丹,0,1588644092793,0.0605,0.09
暂无,暂无,665,South America,南美洲,Uruguay,乌拉圭,442,206,17,973011,Uruguay,乌拉圭,乌拉圭,0,1588644092793,0.0256,0.6647
暂无,暂无,39,Africa,非洲,Malawi,马拉维,9,27,3,984006,Malawi,马拉维,马拉维,0,1588644092793,0.0769,0.2308
暂无,暂无,15253,Asia,亚洲,Japan,日本,3466,11231,556,951002,Japan,日本,日本,0,1588644092793,0.0365,0.2272
暂无,暂无,650,Africa,非洲,暂无,马约特,0,644,6,0,暂无,马约特,马约特,0,1588644092793,0.0092,0.0
暂无,暂无,163175,Europe,欧洲,Germany,德国,132700,23783,6692,963003,Germany,德国,德国,0,1588644092793,0.041,0.8132
暂无,暂无,22454,Europe,欧洲,Sweden,瑞典,1543,18201,2710,962005,Sweden,瑞典,瑞典,0,1588644092793,0.1207,0.0687
暂无,暂无,115,North America,北美洲,暂无,百慕大,0,108,7,0,暂无,百慕大,百慕大,0,1588644092793,0.0609,0.0
暂无,暂无,718,Asia,亚洲,SriLanka,斯里兰卡,187,524,7,953007,SriLanka,斯里兰卡,斯里兰卡,0,1588644092793,0.0097,0.2604
暂无,暂无,830,Asia,亚洲,暂无,吉尔吉斯斯坦,564,256,10,954002,暂无,吉尔吉斯斯坦,吉尔吉斯斯坦,0,1588644092793,0.012,0.6795
暂无,暂无,21772,Europe,欧洲,Ireland,爱尔兰,13386,7067,1319,961003,Ireland,爱尔兰,爱尔兰,0,1588644092793,0.0606,0.6148
暂无,暂无,2802,Africa,非洲,Nigeria,尼日利亚,417,2292,93,982013,Nigeria,尼日利亚,尼日利亚,0,1588644092793,0.0332,0.1488
暂无,暂无,21,North America,北美洲,暂无,格林那达,0,21,0,0,暂无,格林那达,格林那达,0,1588644092793,0.0,0.0
暂无,暂无,461,Asia,亚洲,Jordan,约旦,367,85,9,955010,Jordan,约旦,约旦,0,1588644092793,0.0195,0.7961
暂无,暂无,2637,Asia,亚洲,Oman,阿曼,816,1809,12,955013,Oman,阿曼,阿曼,0,1588644092793,0.0046,0.3094
暂无,暂无,1273,Africa,非洲,Senegal,塞内加尔,415,848,10,982014,Senegal,塞内加尔,塞内加尔,0,1588644092793,0.0079,0.326
暂无,暂无,88,Africa,非洲,Uganda,乌干达,46,42,0,985010,Uganda,乌干达,乌干达,0,1588644092793,0.0,0.5227
暂无,暂无,10408,Europe,欧洲,Republic of Serbia,塞尔维亚,1955,8234,219,965013,Republic of Serbia,塞尔维亚,塞尔维亚,0,1588644092793,0.021,0.1878
暂无,暂无,28656,Asia,亚洲,Saudi Arabia,沙特阿拉伯,4476,23989,191,955016,Saudi Arabia,沙特阿拉伯,沙特阿拉伯,0,1588644092793,0.0067,0.1562
暂无,暂无,4248,Europe,欧洲,Moldova,摩尔多瓦,1423,2697,128,964005,Moldova,摩尔多瓦,摩尔多瓦,0,1588644092793,0.0301,0.335
暂无,暂无,60772,North America,北美洲,Canada,加拿大,26017,30901,3854,971001,Canada,加拿大,加拿大,0,1588644092793,0.0634,0.4281
暂无,暂无,9485,Asia,亚洲,Philippines,菲律宾,1315,7547,623,952008,Philippines,菲律宾,菲律宾,0,1588644092793,0.0657,0.1386
暂无,暂无,20643,South America,南美洲,Chile,智利,10428,9945,270,973004,Chile,智利,智利,0,1588644092793,0.0131,0.5052
暂无,暂无,135,Africa,非洲,Ethiopia,埃塞俄比亚,66,66,3,985004,Ethiopia,埃塞俄比亚,埃塞俄比亚,0,1588644092793,0.0222,0.4889
暂无,暂无,42836,Asia,亚洲,India,印度,11762,29685,1389,953003,India,印度,印度,0,1588644092793,0.0324,0.2746
暂无,暂无,1649,North America,北美洲,Cuba,古巴,525,1057,67,974004,Cuba,古巴,古巴,0,1588644092793,0.0406,0.3184
暂无,暂无,1114,Africa,非洲,Djibouti,吉布提,713,399,2,985002,Djibouti,吉布提,吉布提,0,1588644092793,0.0018,0.64
