cities,comment,confirmedCount,continentEnglishName,continentName,countryEnglishName,countryName,curedCount,currentConfirmedCount,deadCount,locationId,provinceEnglishName,provinceName,provinceShortName,suspectedCount,updateTime,deadRate,curedRate
暂无,暂无,7170,Europe,欧洲,Ukraine,乌克兰,504,6479,187,964007,Ukraine,乌克兰,乌克兰,0,1587693708760,0.0261,0.0703
暂无,暂无,1300,Europe,欧洲,North Macedonia,北马其顿,301,943,56,0,North Macedonia,北马其顿,北马其顿,0,1587693708760,0.0431,0.2315
暂无,暂无,10708,Asia,亚洲,Korea,韩国,8501,1967,240,951004,Korea,韩国,韩国,0,1587693708760,0.0224,0.7939
暂无,暂无,2839,Asia,亚洲,Thailand,泰国,2430,359,50,952010,Thailand,泰国,泰国,0,1587693708760,0.0176,0.8559
暂无,暂无,153,Africa,非洲,Republic of Rwanda,卢旺达,84,69,0,985006,Republic of Rwanda,卢旺达,卢旺达,0,1587693708760,0.0,0.549
暂无,暂无,7361,Europe,欧洲,Norway,挪威,0,7168,193,962004,Norway,挪威,挪威,0,1587693708760,0.0262,0.0
暂无,暂无,11812,South America,南美洲,Chile,智利,5386,6258,168,973004,Chile,智利,智利,0,1587693708760,0.0142,0.456
暂无,暂无,316,North America,北美洲,Guatemala,危地马拉,0,307,9,972004,Guatemala,危地马拉,危地马拉,0,1587693708760,0.0285,0.0
暂无,暂无,5603,Asia,亚洲,Malaysia,马来西亚,3542,1966,95,952007,Malaysia,马来西亚,马来西亚,0,1587693708760,0.017,0.6322
暂无,暂无,138078,Europe,欧洲,United Kingdom,英国,344,118996,18738,961007,United Kingdom,英国,英国,0,1587693708760,0.1357,0.0025
暂无,暂无,189973,Europe,欧洲,Italy,意大利,57576,106848,25549,965008,Italy,意大利,意大利,0,1587693708760,0.1345,0.3031
暂无,暂无,10850,South America,南美洲,Ecuador,厄瓜多尔,501,9812,537,973006,Ecuador,厄瓜多尔,厄瓜多尔,0,1587693708760,0.0495,0.0462
暂无,暂无,310,Africa,非洲,Mali,马里,77,212,21,982010,Mali,马里,马里,0,1587693708760,0.0677,0.2484
暂无,暂无,331,Africa,非洲,Mauritius,毛里求斯,266,56,9,984014,Mauritius,毛里求斯,毛里求斯,0,1587693708760,0.0272,0.8036
暂无,暂无,8,Oceania,大洋洲,Papua New Guinea,巴布亚新几内亚,0,8,0,990009,Papua New Guinea,巴布亚新几内亚,巴布亚新几内亚,0,1587693708760,0.0,0.0
暂无,暂无,8073,Europe,欧洲,Denmark,丹麦,2748,4931,394,962001,Denmark,丹麦,丹麦,0,1587693708760,0.0488,0.3404
暂无,暂无,60,Africa,非洲,Libya,利比亚,15,44,1,981003,Libya,利比亚,利比亚,0,1587693708760,0.0167,0.25
暂无,暂无,213,South America,南美洲,Paraguay,巴拉圭,30,174,9,973009,Paraguay,巴拉圭,巴拉圭,0,1587693708760,0.0423,0.1408
暂无,暂无,7281,Europe,欧洲,Belarus,白俄罗斯,577,6644,60,964001,Belarus,白俄罗斯,白俄罗斯,0,1587693708760,0.0082,0.0792
暂无,暂无,7,Africa,非洲,Sao Tome and Principe,圣多美和普林西比,0,7,0,983007,Sao Tome and Principe,圣多美和普林西比,圣多美和普林西比,0,1587693708760,0.0,0.0
暂无,暂无,1789,Europe,欧洲,Iceland,冰岛,1509,270,10,962003,Iceland,冰岛,冰岛,0,1587693708760,0.0056,0.8435
暂无,暂无,1097,Europe,欧洲,Bulgaria,保加利亚,153,892,52,965004,Bulgaria,保加利亚,保加利亚,0,1587693708760,0.0474,0.1395
暂无,暂无,101790,Asia,亚洲,Turkey,土耳其,18491,80808,2491,955018,Turkey,土耳其,土耳其,0,1587693708760,0.0245,0.1817
暂无,暂无,1366,Europe,欧洲,Slovenia,斯洛文尼亚,211,1076,79,965014,Slovenia,斯洛文尼亚,斯洛文尼亚,0,1587693708760,0.0578,0.1545
暂无,暂无,1226,Asia,亚洲,Afghanistan,阿富汗,135,1051,40,955001,Afghanistan,阿富汗,阿富汗,0,1587693708760,0.0326,0.1101
暂无,暂无,12,South America,南美洲,暂无,福克兰群岛,0,12,0,0,暂无,福克兰群岛,福克兰群岛,0,1587693708760,0.0,0.0
暂无,暂无,1716,Asia,亚洲,Uzbekistan,乌兹别克斯坦,225,1484,7,954005,Uzbekistan,乌兹别克斯坦,乌兹别克斯坦,0,1587693708760,0.0041,0.1311
暂无,暂无,62773,Europe,欧洲,Russia,俄罗斯,4891,57327,555,964006,Russia,俄罗斯,俄罗斯,0,1587693708760,0.0088,0.0779
暂无,暂无,45,Asia,亚洲,Nepal,尼泊尔,2,43,0,953005,Nepal,尼泊尔,尼泊尔,0,1587693708760,0.0,0.0444
暂无,暂无,36,Africa,非洲,Swaziland,斯威士兰,10,25,1,984010,Swaziland,斯威士兰,斯威士兰,0,1587693708760,0.0278,0.2778
暂无,暂无,609,South America,南美洲,Bolivia,玻利维亚,0,572,37,973002,Bolivia,玻利维亚,玻利维亚,0,1587693708760,0.0608,0.0
暂无,暂无,724,Europe,欧洲,Andorra,安道尔,333,354,37,965002,Andorra,安道尔,安道尔,0,1587693708760,0.0511,0.4599
暂无,暂无,2098,Asia,亚洲,Bahrain,巴林,1082,1008,8,955004,Bahrain,巴林,巴林,0,1587693708760,0.0038,0.5157
暂无,暂无,2463,Europe,欧洲,Greece,希腊,19,2319,125,965007,Greece,希腊,希腊,0,1587693708760,0.0508,0.0077
暂无,暂无,3568,Africa,非洲,Morocco,摩洛哥,456,2957,155,981004,Morocco,摩洛哥,摩洛哥,0,1587693708760,0.0434,0.1278
"[{'cityName': '境外输入人员', 'currentConfirmedCount': 8, 'confirmedCount': 59, 'suspectedCount': 1, 'curedCount': 51, 'deadCount': 0, 'locationId': 0}, {'cityName': '福州', 'currentConfirmedCount': 0, 'confirmedCount': 72, 'suspectedCount': 0, 'curedCount': 71, 'deadCount': 1, 'locationId': 350100, 'cityEnglishName': 'Fuzhou'}, {'cityName': '莆田', 'currentConfirmedCount': 0, 'confirmedCount': 56, 'suspectedCount': 0, 'curedCount': 56, 'deadCount': 0, 'locationId': 350300, 'cityEnglishName': 'Putian'}, {'cityName': '泉州', 'currentConfirmedCount': 0, 'confirmedCount': 47, 'suspectedCount': 0, 'curedCount': 47, 'deadCount': 0, 'locationId': 350500, 'cityEnglishName': 'Quanzhou'}, {'cityName': '厦门', 'currentConfirmedCount': 0, 'confirmedCount': 35, 'suspectedCount': 0, 'curedCount': 35, 'deadCount': 0, 'locationId': 350200, 'cityEnglishName': 'Xiamen'}, {'cityName': '宁德', 'currentConfirmedCount': 0, 'confirmedCount': 26, 'suspectedCount': 0, 'curedCount': 26, 'deadCount': 0, 'locationId': 350900, 'cityEnglishName': 'Ningde'}, {'cityName': '漳州', 'currentConfirmedCount': 0, 'confirmedCount': 20, 'suspectedCount': 0, 'curedCount': 20, 'deadCount': 0, 'locationId': 350600, 'cityEnglishName': 'Zhangzhou'}, {'cityName': '南平', 'currentConfirmedCount': 0, 'confirmedCount': 20, 'suspectedCount': 0, 'curedCount': 20, 'deadCount': 0, 'locationId': 350700, 'cityEnglishName': 'Nanping'}, {'cityName': '三明', 'currentConfirmedCount': 0, 'confirmedCount': 14, 'suspectedCount': 0, 'curedCount': 14, 'deadCount': 0, 'locationId': 350400, 'cityEnglishName': 'Sanming'}, {'cityName': '龙岩', 'currentConfirmedCount': 0, 'confirmedCount': 6, 'suspectedCount': 0, 'curedCount': 6, 'deadCount': 0, 'locationId': 350800, 'cityEnglishName': 'Longyan'}]",暂无,355,Asia,亚洲,China,中国,346,8,1,350000,Fujian,福建省,福建,3,1587692614462,0.0028,0.9746
